,ID,Title,Abstract,Keywords,Publication date
59,"34512630
24842956
27282910
15758009
21984115
30832995
32365838
17589432
29326426
17169782
33662628
23550210
26824661
31114875
20427518
29092952
24138885
23323831
28052254
24658644
19114008
22455463
28861666
33013820
33685460
25594174
33648511
29628290
33593376
32037183
23221384
33557829
17409455
23177934
27251877
30010106
19674965
11279536
26713745
30613962
28618326
29308323
33511638
33243994
33535027",Dissecting Tumor Antigens and Immune Subtypes of Glioma to Develop mRNA Vaccine.,"Nowadays, researchers are leveraging the mRNA-based vaccine technology used to develop personalized immunotherapy for cancer. However, its application against glioma is still in its infancy. In this study, the applicable candidates were excavated for mRNA vaccine treatment in the perspective of immune regulation, and suitable glioma recipients with corresponding immune subtypes were further investigated.
The RNA-seq data and clinical information of 702 and 325 patients were recruited from TCGA and CGGA, separately. The genetic alteration profile was visualized and compared by cBioPortal. Then, we explored prognostic outcomes and immune correlations of the selected antigens to validate their clinical relevance. The prognostic index was measured 
Four glioma antigens, namely ANXA5, FKBP10, MSN, and PYGL, associated with superior prognoses and infiltration of APCs were selected. Three immune subtypes IS1-IS3 were identified, which fundamentally differed in molecular, cellular, and clinical signatures. Patients in subtypes IS2 and IS3 carried immunologically cold phenotypes, whereas those in IS1 carried immunologically hot phenotype. Particularly, patients in subtypes IS3 and IS2 demonstrated better outcomes than that in IS1. Expression profiles of immune checkpoints and immunogenic cell death (ICD) modulators showed a difference among IS1-IS3 tumors. Ultimately, the immune landscape of glioma elucidated considerable heterogeneity not only between individual patients but also within the same immune subtype.
ANXA5, FKBP10, MSN, and PYGL are identified as potential antigens for anti-glioma mRNA vaccine production, specifically for patients in immune subtypes 2 and 3. In summary, this study may shed new light on the promising approaches of immunotherapy, such as devising mRNA vaccination tailored to applicable glioma recipients.","glioma"", ""immune landscape"", ""immune subtypes"", ""mRNA vaccine"", ""tumor antigens",2021-09-14
60,34495838,Unsupervised Feature Selection Using an Integrated Strategy of Hierarchical Clustering With Singular Value Decomposition: An Integrative Biomarker Discovery Method With Application to Acute Myeloid Leukemia.,"In this article, we propose a novel unsupervised feature selection method by combining hierarchical feature clustering with singular value decomposition (SVD). The proposed algorithm first generates several feature clusters by adopting the hierarchical clustering on the feature space and then applies SVD to each of these feature clusters to find out the feature that contributes most to the SVD-entropy. The proposed feature selection method selects an optimal feature subset that not only minimizes the mutual dependency among the selected features but also maximizes the mutual dependency of the selected features against their nearest neighbor non-selected features to some extent. Each of the selected features also contributes the maximum SVD-entropy among all features of the same feature cluster. The experimental results demonstrate that the proposed algorithm performs well against several state-of-the-art methods of feature selection in terms of various evaluation criteria such as classification accuracy, redundancy rate, and representation entropy. The superiority of the proposed algorithm is demonstrated through analysis of Acute Myeloid Leukemia (AML) multi-omics data that consist of five datasets: gene expression, exon expression, methylation, microRNA, and pathway activity dataset (paradigm IPLs) from The Cancer Genome Atlas (TCGA). Our analysis pinpoints a candidate gene-marker, EREG for AML with an integrative omics evidence. EREG is targeted by two top ranked microRNAs, hsa-miR-1286 and hsa-miR-1976, here in the datasets. The method and results will be useful for biomarker discovery in the era of in precision medicine.","glioma"", ""immune landscape"", ""immune subtypes"", ""mRNA vaccine"", ""tumor antigens",2021-09-09
61,"34396389
29868818
10802651
28356166
30531897
29622464
31220206
27775076
30867426
26704973
26693050
25246945
12952525
17545181
28042959
21965336
23323831
31691815
28496006
26986650
10592173
27899665
19114008
23050260
29563510
32033589
21816040
26771021
25963740
31247294
23700391
31329928
27251275
22751426
30835723
23000897
26091043
26544944
19204204
33119407
27818791
31805048
28697342
30704449
29218871
28679163
24462714
31380282",A systematic comparison of data- and knowledge-driven approaches to disease subtype discovery.,"Typical clustering analysis for large-scale genomics data combines two unsupervised learning techniques: dimensionality reduction and clustering (DR-CL) methods. It has been demonstrated that transforming gene expression to pathway-level information can improve the robustness and interpretability of disease grouping results. This approach, referred to as biological knowledge-driven clustering (BK-CL) approach, is often neglected, due to a lack of tools enabling systematic comparisons with more established DR-based methods. Moreover, classic clustering metrics based on group separability tend to favor the DR-CL paradigm, which may increase the risk of identifying less actionable disease subtypes that have ambiguous biological and clinical explanations. Hence, there is a need for developing metrics that assess biological and clinical relevance. To facilitate the systematic analysis of BK-CL methods, we propose a computational protocol for quantitative analysis of clustering results derived from both DR-CL and BK-CL methods. Moreover, we propose a new BK-CL method that combines prior knowledge of disease relevant genes, network diffusion algorithms and gene set enrichment analysis to generate robust pathway-level information. Benchmarking studies were conducted to compare the grouping results from different DR-CL and BK-CL approaches with respect to standard clustering evaluation metrics, concordance with known subtypes, association with clinical outcomes and disease modules in co-expression networks of genes. No single approach dominated every metric, showing the importance multi-objective evaluation in clustering analysis. However, we demonstrated that, on gene expression data sets derived from TCGA samples, the BK-CL approach can find groupings that provide significant prognostic value in both breast and prostate cancers.","cancer"", ""clustering"", ""multi-objective"", ""network analysis"", ""pathway enrichment analysis"", ""transcriptomics",2021-08-17
62,34311412,Feature level-based group lasso method for amnestic mild cognitive impairment diagnosis.,"Previous studies have indicated that brain morphological measures change in patients with amnestic mild cognitive impairment (aMCI). However, most existing classification methods cannot take full advantage of these measures. In this study, we improve traditional multitask learning framework by fully considering the relevance among related tasks and supplementary information from other unrelated tasks at the same time.
We propose a feature level-based group lasso (FL-GL) method in which a feature represents the average value of each ROI for each measure. First, we design a correlation matrix in which each row represents the relationship among different measures for each ROI. And this matrix is used to guide the feature selection based on a group lasso framework. Then, we train specific support vector machine (SVM) classifiers with the selected features for each measure. Finally, a weighted voting strategy is applied to combine these classifiers for a final prediction of aMCI from normal control (NC).
We use the leave-one-out cross-validation strategy to verify our method on two datasets, the Xuan Wu Hospital dataset and the ADNI dataset. Compared with the traditional method, the results show that the classification accuracies can be improved by 6.12 and 4.92% with the FL-GL method on the two datasets.
The results of an ablation study indicated that feature level-based group sparsity term was the core of our method. So, considering correlation at the feature level could improve the traditional multitask learning framework and our FL-GL method obtained better classification performance of patients with MCI and NCs.","Ensemble classification"", ""Feature level correlation"", ""Feature selection"", ""MCI"", ""Multitask learning",2021-07-27
63,"34307679
32325252
32052514
32580969
32087114
32113704
32348588
33028689
32416070
32835305
33505977
33597532
16119262
32528944
31921812
31480430
30296417
33584818
1180967
32175316
30809242
32454877
32766217
31138902
32154836
32045671
33488764
32580129
33561576
23100338
25345603
21777384
25493333
8650574
28853905
33790735
22043320
33476703
18044744
29075113
31652305
27389464
24532457
26063982
32596474
33324374
23986597
33096020
18064042
32575076
15316659
30681394
26160849
27384347
25404059
19155217
32941510
32544615",Identifying COVID-19-Specific Transcriptomic Biomarkers with Machine Learning Methods.,"COVID-19, a severe respiratory disease caused by a new type of coronavirus SARS-CoV-2, has been spreading all over the world. Patients infected with SARS-CoV-2 may have no pathogenic symptoms, i.e., presymptomatic patients and asymptomatic patients. Both patients could further spread the virus to other susceptible people, thereby making the control of COVID-19 difficult. The two major challenges for COVID-19 diagnosis at present are as follows: (1) patients could share similar symptoms with other respiratory infections, and (2) patients may not have any symptoms but could still spread the virus. Therefore, new biomarkers at different omics levels are required for the large-scale screening and diagnosis of COVID-19. Although some initial analyses could identify a group of candidate gene biomarkers for COVID-19, the previous work still could not identify biomarkers capable for clinical use in COVID-19, which requires disease-specific diagnosis compared with other multiple infectious diseases. As an extension of the previous study, optimized machine learning models were applied in the present study to identify some specific qualitative host biomarkers associated with COVID-19 infection on the basis of a publicly released transcriptomic dataset, which included healthy controls and patients with bacterial infection, influenza, COVID-19, and other kinds of coronavirus. This dataset was first analysed by Boruta, Max-Relevance and Min-Redundancy feature selection methods one by one, resulting in a feature list. This list was fed into the incremental feature selection method, incorporating one of the classification algorithms to extract essential biomarkers and build efficient classifiers and classification rules. The capacity of these findings to distinguish COVID-19 with other similar respiratory infectious diseases at the transcriptomic level was also validated, which may improve the efficacy and accuracy of COVID-19 diagnosis.","Ensemble classification"", ""Feature level correlation"", ""Feature selection"", ""MCI"", ""Multitask learning",2021-07-27
64,"34030700
16267872
28458782
20495563
6280056
19614568
11988757
30481587
21215781
1956339
28761071
28166503
15212693
31412138
21926126
24623121
10600390
20492656
29036382
30601936
12824383
17517770
18463090
16381945
18988627
22165948
9847231
21085571
12824487
24018415
32237272
25428371
22080510
17784955
17720704
16119262
15073010
25568279
29186295
26080082
28025199
17932917
17160063
31312134
15118838
28108801
28974731
18697815
27087918","Predicting phosphorylation sites using machine learning by integrating the sequence, structure, and functional information of proteins.","Post-translational modification (PTM) is a biological process that alters proteins and is therefore involved in the regulation of various cellular activities and pathogenesis. Protein phosphorylation is an essential process and one of the most-studied PTMs: it occurs when a phosphate group is added to serine (Ser, S), threonine (Thr, T), or tyrosine (Tyr, Y) residue. Dysregulation of protein phosphorylation can lead to various diseases-most commonly neurological disorders, Alzheimer's disease, and Parkinson's disease-thus necessitating the prediction of S/T/Y residues that can be phosphorylated in an uncharacterized amino acid sequence. Despite a surplus of sequencing data, current experimental methods of PTM prediction are time-consuming, costly, and error-prone, so a number of computational methods have been proposed to replace them. However, phosphorylation prediction remains limited, owing to substrate specificity, performance, and the diversity of its features.
In the present study we propose machine-learning-based predictors that use the physicochemical, sequence, structural, and functional information of proteins to classify S/T/Y phosphorylation sites. Rigorous feature selection, the minimum redundancy/maximum relevance approach, and the symmetrical uncertainty method were employed to extract the most informative features to train the models.
The RF and SVM models generated using diverse feature types in the present study were highly accurate as is evident from good values for different statistical measures. Moreover, independent test sets and benchmark validations indicated that the proposed method clearly outperformed the existing methods, demonstrating its ability to accurately predict protein phosphorylation.
The results obtained in the present work indicate that the proposed computational methodology can be effectively used for predicting putative phosphorylation sites further facilitating discovery of various biological processes mechanisms.","MRMR"", ""Post-translational modification"", ""Random forest"", ""Support vector machine"", ""Symmetrical uncertainty",2021-05-26
65,"33812384
5221135
19485623
30335973
28536930
30309317
20888452
29606235
19049491
29099853
29925568
23745156
31918677
26703255
24550197
1790182
19053836
23890602","Multiblock variable influence on orthogonal projections (MB-VIOP) for enhanced interpretation of total, global, local and unique variations in OnPLS models.","For multivariate data analysis involving only two input matrices (e.g., X and Y), the previously published methods for variable influence on projection (e.g., VIP
A method for variable selection in multiblock analysis, called multiblock variable influence on orthogonal projections (MB-VIOP) is explained in this paper. MB-VIOP is a model based variable selection method that uses the data matrices, the scores and the normalized loadings of an OnPLS model in order to sort the input variables of more than two data matrices according to their importance for both simplification and interpretation of the total multiblock model, and also of the unique, local and global model components separately. MB-VIOP has been tested using three datasets: a synthetic four-block dataset, a real three-block omics dataset related to plant sciences, and a real six-block dataset related to the food industry.
We provide evidence for the usefulness and reliability of MB-VIOP by means of three examples (one synthetic and two real-world cases). MB-VIOP assesses in a trustable and efficient way the importance of both isolated and ranges of variables in any type of data. MB-VIOP connects the input variables of different data matrices according to their relevance for the interpretation of each latent variable, yielding enhanced interpretability for each OnPLS model component. Besides, MB-VIOP can deal with strong overlapping of types of variation, as well as with many data blocks with very different dimensionality. The ability of MB-VIOP for generating dimensionality reduced models with high interpretability makes this method ideal for big data mining, multi-omics data integration and any study that requires exploration and interpretation of large streams of data.","Feature selection"", ""Latent variable interpretation"", ""MB-VIOP"", ""Multiblock variable selection"", ""OnPLS"", ""VIP"", ""Variable importance in multiblock regression"", ""Variable influence on projection",2021-04-05
66,"33492376
28992229
21881554
22302197
23356949
23414212
27340822
28614805
16162196
11703620
12766585
29243394
23279692
27345248
27898976
23193258
24127489
28860953
28051114
25629549
16632515
11309499
24399688
17342953
22455463
30476243
29141660
29261781
28099990
12853585
22694755
22694733
30858375
29030886
18216318
21992116
29259604
26367000
30662001
20032497
26617530
28239661
27852611
18941730
18813897
11965035
15687488
12198240
30578961
16868248
24652774
26909883
23523991
24086066
23720336
28662513
21476231
30396694
23601842
15032595
24790593
11165712
21739668
25018900",Molecular Diversity of Clinically Stable Human Kidney Allografts.,"Clinical decision and immunosuppression dosing in kidney transplantation rely on transplant biopsy tissue histology even though histology has low specificity, sensitivity, and reproducibility for rejection diagnosis. The inclusion of stable allografts in mechanistic and clinical studies is vital to provide a normal, noninjured comparative group for all interrogative studies on understanding allograft injury.
To refine the definition of a stable allograft as one that is clinically, histologically, and molecularly quiescent using publicly available transcriptomics data.
In this prognostic study, the National Center for Biotechnology Information Gene Expression Omnibus was used to search for microarray gene expression data from kidney transplant tissues, resulting in 38 studies from January 1, 2017, to December 31, 2018. The diagnostic annotations included 510 acute rejection (AR) samples, 1154 histologically stable (hSTA) samples, and 609 normal samples. Raw fluorescence intensity data were downloaded and preprocessed followed by data set merging and batch correction.
The primary measure was area under the receiver operating characteristics curve from a set of feature selected genes and cell types for distinguishing AR from normal kidney tissue.
Within the 28 data sets, the feature selection procedure identified a set of 6 genes (KLF4, CENPJ, KLF2, PPP1R15A, FOSB, TNFAIP3) (area under the curve [AUC], 0.98) and 5 immune cell types (CD4+ T-cell central memory [Tcm], CD4+ T-cell effector memory [Tem], CD8+ Tem, natural killer [NK] cells, and Type 1 T helper [TH1] cells) (AUC, 0.92) that were combined into 1 composite Instability Score (InstaScore) (AUC, 0.99). The InstaScore was applied to the hSTA samples: 626 of 1154 (54%) were found to be immune quiescent and redefined as histologically and molecularly stable (hSTA/mSTA); 528 of 1154 (46%) were found to have molecular evidence of rejection (hSTA/mAR) and should not have been classified as stable allografts. The validation on an independent cohort of 6 months of protocol biopsy samples in December 2019 showed that hSTA/mAR samples had a significant change in graft function (r = 0.52, P < .001) and graft loss at 5-year follow-up (r = 0.17). A drop by 10 mL/min/1.73m2 in estimated glomerular filtration rate was estimated as a threshold in allograft transitioning from hSTA/mSTA to hSTA/mAR.
The results of this prognostic study suggest that the InstaScore could provide an important adjunct for comprehensive and highly quantitative phenotyping of protocol kidney transplant biopsy samples and could be integrated into clinical care for accurate estimation of subsequent patient clinical outcomes.","Feature selection"", ""Latent variable interpretation"", ""MB-VIOP"", ""Multiblock variable selection"", ""OnPLS"", ""VIP"", ""Variable importance in multiblock regression"", ""Variable influence on projection",2021-01-26
67,"32435427
24577674
30262497
26863196
22608085
29529255
24626918
26000844
31921389
30410501
30081234
28079126
28440291
30425123
30031793
29867860
26912125
30993345
26748145
26343792
29858081
31714956
31281898
30968770
16731699
30239587
31881982
31957607
31584374
25385313
31504851
31774907
27565583
31504195
29145608
15562006
27775369
28961687
31802128
28614374
28623317
26425556
31620433
31665221
31661923
29989066
26746668
29332039
30380072
31348610
31940548
30713550
30755538
27048444
32024464
30124147
31813954
31992738
28155714
31725386
30156155
16119262
31542696
31922268
29860277
25568279
7063747
30378494
31146255
30590410
32028709
31212918
31121946
31731751
29365045
30355771
30088171
28656148
23400093
16632492
31123959
28655440
30337082
31665429",Computational identification of N6-methyladenosine sites in multiple tissues of mammals.,"N6-methyladenosine (m6A) is the methylation of the adenosine at the nitrogen-6 position, which is the most abundant RNA methylation modification and involves a series of important biological processes. Accurate identification of m6A sites in genome-wide is invaluable for better understanding their biological functions. In this work, an ensemble predictor named iRNA-m6A was established to identify m6A sites in multiple tissues of human, mouse and rat based on the data from high-throughput sequencing techniques. In the proposed predictor, RNA sequences were encoded by physical-chemical property matrix, mono-nucleotide binary encoding and nucleotide chemical property. Subsequently, these features were optimized by using minimum Redundancy Maximum Relevance (mRMR) feature selection method. Based on the optimal feature subset, the best m6A classification models were trained by Support Vector Machine (SVM) with 5-fold cross-validation test. Prediction results on independent dataset showed that our proposed method could produce the excellent generalization ability. We also established a user-friendly webserver called iRNA-m6A which can be freely accessible at http://lin-group.cn/server/iRNA-m6A. This tool will provide more convenience to users for studying m6A modification in different tissues.","Feature extraction and selection"", ""RNA modification"", ""Support vector machine"", ""Webserver"", ""m6A",2020-05-22
68,"32019496
6576183
25030168
3374584
12223280
7480335
7684823
9755230
29759530
17344232
15563589
19946132
23399549
18689820
22877213
24135264
28093404
29859376
29058413
16119262
24658466
6983227
11325423
3711088
9451027
3610672
17652328
21757734
26703723
8212857
21863598
6654888
1433290
24508828
24056723
16824489
2361735
19756298
30670663
29325093
23378518
21875884
25048705
29980685
26543186
11453694",Identifying glycan motifs using a novel subtree mining approach.,"Glycans are complex sugar chains, crucial to many biological processes. By participating in binding interactions with proteins, glycans often play key roles in host-pathogen interactions. The specificities of glycan-binding proteins, such as lectins and antibodies, are governed by motifs within larger glycan structures, and improved characterisations of these determinants would aid research into human diseases. Identification of motifs has previously been approached as a frequent subtree mining problem, and we extend these approaches with a glycan notation that allows recognition of terminal motifs.
In this work, we customised a frequent subtree mining approach by altering the glycan notation to include information on terminal connections. This allows specific identification of terminal residues as potential motifs, better capturing the complexity of glycan-binding interactions. We achieved this by including additional nodes in a graph representation of the glycan structure to indicate the presence or absence of a linkage at particular backbone carbon positions. Combining this frequent subtree mining approach with a state-of-the-art feature selection algorithm termed minimum-redundancy, maximum-relevance (mRMR), we have generated a classification pipeline that is trained on data from a glycan microarray. When applied to a set of commonly used lectins, the identified motifs were consistent with known binding determinants. Furthermore, logistic regression classifiers trained using these motifs performed well across most lectins examined, with a median AUC value of 0.89.
We present here a new subtree mining approach for the classification of glycan binding and identification of potential binding motifs. The Carbohydrate Classification Accounting for Restricted Linkages (CCARL) method will assist in the interpretation of glycan microarray experiments and will aid in the discovery of novel binding motifs for further experimental characterisation.","Carbohydrate"", ""Frequent subtree mining"", ""Glycan"", ""Glycobiology"", ""Machine learning"", ""Microarray"", ""Motif",2020-02-06
69,"31858384
28055103
18816619
18639491
26543750
28492725
19773756
25585328
20404251
29846122
26195705
26213686
29497091
30992300
29504847
30862719
28081538
7545433
29176653
29207686
29152117
29804124
23788976
11070347
31444238
23568046
24885595
28670957
28968431
22952881
7545673
30232222
24349304
18409070
23014601
25388429
29348365
20054686
18284517
23292756
23321342
25838618
26560078",A Computational Statistics Approach to Evaluate Blood Biomarkers for Breast Cancer Risk Stratification.,"Breast cancer is the second leading cause of cancer mortality among women. Mammography and tumor biopsy followed by histopathological analysis are the current methods to diagnose breast cancer. Mammography does not detect all breast tumor subtypes, especially those that arise in younger women or women with dense breast tissue, and are more aggressive. There is an urgent need to find circulating prognostic molecules and liquid biopsy methods for breast cancer diagnosis and reducing the mortality rate. In this study, we systematically evaluated metabolites and proteins in blood to develop a pipeline to identify potential circulating biomarkers for breast cancer risk. Our aim is to identify a group of molecules to be used in the design of portable and low-cost biomarker detection devices. We obtained plasma samples from women who are cancer free (healthy) and women who were cancer free at the time of blood collection but developed breast cancer later (susceptible). We extracted potential prognostic biomarkers for breast cancer risk from plasma metabolomics and proteomics data using statistical and discriminative power analyses. We pre-processed the data to ensure the quality of subsequent analyses, and used two main feature selection methods to determine the importance of each molecule. After further feature elimination based on pairwise dependencies, we measured the performance of logistic regression classifier on the remaining molecules and compared their biological relevance. We identified six signatures that predicted breast cancer risk with different specificity and selectivity. The best performing signature had 13 factors. We validated the difference in level of one of the biomarkers, SCF/KITLG, in plasma from healthy and susceptible individuals. These biomarkers will be used to develop low-cost liquid biopsy methods toward early identification of breast cancer risk and hence decreased mortality. Our findings provide the knowledge basis needed to proceed in this direction.","Breast cancer risk"", ""Circulating biomarker"", ""Feature selection"", ""Liquid biopsy"", ""Machine learning",2019-12-21
70,"31329575
11779458
17991681
12809598
14657504
24267745
22409455
19167326
19714579
23480797
22395483
19325841
17060945
29045685
24194601
21143814
18927107
28177900
28339468
29619882
20522252
23950912
22875290
25618864
26880032
27533456
30142158
28470244
28317855
29701758
24103777
24273243
27246786
30326503
30462144
26283676
25722376
27923386
27415801
30325405
27345524
29165544
26347258
21768329
24975600
29253885
29939227
20439255
21893517
29305594
28549952
24834141
24039351
29313949
27345473
26585599
19269025
28746769
28714373
27789587
28404923",Ensemble of decision tree reveals potential miRNA-disease associations.,"In recent years, increasing associations between microRNAs (miRNAs) and human diseases have been identified. Based on accumulating biological data, many computational models for potential miRNA-disease associations inference have been developed, which saves time and expenditure on experimental studies, making great contributions to researching molecular mechanism of human diseases and developing new drugs for disease treatment. In this paper, we proposed a novel computational method named Ensemble of Decision Tree based MiRNA-Disease Association prediction (EDTMDA), which innovatively built a computational framework integrating ensemble learning and dimensionality reduction. For each miRNA-disease pair, the feature vector was extracted by calculating the statistical measures, graph theoretical measures, and matrix factorization results for the miRNA and disease, respectively. Then multiple base learnings were built to yield many decision trees (DTs) based on random selection of negative samples and miRNA/disease features. Particularly, Principal Components Analysis was applied to each base learning to reduce feature dimensionality and hence remove the noise or redundancy. Average strategy was adopted for these DTs to get final association scores between miRNAs and diseases. In model performance evaluation, EDTMDA showed AUC of 0.9309 in global leave-one-out cross validation (LOOCV) and AUC of 0.8524 in local LOOCV. Additionally, AUC of 0.9192+/-0.0009 in 5-fold cross validation proved the model's reliability and stability. Furthermore, three types of case studies for four human diseases were implemented. As a result, 94% (Esophageal Neoplasms), 86% (Kidney Neoplasms), 96% (Breast Neoplasms) and 88% (Carcinoma Hepatocellular) of top 50 predicted miRNAs were confirmed by experimental evidences in literature.","Breast cancer risk"", ""Circulating biomarker"", ""Feature selection"", ""Liquid biopsy"", ""Machine learning",2019-07-23
71,"30833271
22437870
22658127
22658128
26028407
25891174
28889792
29567705
28187290
27924752
28650338
28102259
29686425
27165741
29617660
29625048
29033130
29628290
29666300
30407504
25492084
20427518
16613834
28112728
24658644
25155694
26343385
21050467
18592372
14737219
25594174
24516633
27718784
29116900
28687838
28104840
28741618
29443960
26423797
28494874
28239469
28117416
27540992
29942093
28922779
29866156
29434333",The Immune Subtypes and Landscape of Squamous Cell Carcinoma.,"To identify immune subtypes and investigate the immune landscape of squamous cell carcinomas (SCC), which share common etiology and histologic features.
Based on the immune gene expression profiles of 1,368 patients with SCC in the Cancer Genome Atlas (TCGA), we used consensus clustering to identify robust clusters of patients and assessed their reproducibility in an independent pan-SCC cohort of 938 patients. We further applied graph structure learning-based dimensionality reduction to the immune profiles to visualize the distribution of individual patients.
We identified and independently validated six reproducible immune subtypes associated with distinct molecular characteristics and clinical outcomes. An immune-cold subtype had the least amount of lymphocyte infiltration and a high level of aneuploidy, and these patients had the worst prognosis. By contrast, an immune-hot subtype demonstrated the highest infiltration of CD8
This study provides a conceptual framework to understand the tumor immune microenvironment of SCCs. Future work is needed to evaluate its relevance in the design of combination treatment strategies and guiding optimal selection of patients for immunotherapy.","Breast cancer risk"", ""Circulating biomarker"", ""Feature selection"", ""Liquid biopsy"", ""Machine learning",2019-03-06
72,"30781701
6326095
14673099
16724595
21965198
25283084
15016911
10359783
21173440
28287996
3501369
19207946
17435759
23266771
15289330
24938873
15511476
21375516
23893760",LJELSR: A Strengthened Version of JELSR for Feature Selection and Clustering.,"Feature selection and sample clustering play an important role in bioinformatics. Traditional feature selection methods separate sparse regression and embedding learning. Later, to effectively identify the significant features of the genomic data, Joint Embedding Learning and Sparse Regression (JELSR) is proposed. However, since there are many redundancy and noise values in genomic data, the sparseness of this method is far from enough. In this paper, we propose a strengthened version of JELSR by adding the L₁-norm constraint on the regularization term based on a previous model, and call it LJELSR, to further improve the sparseness of the method. Then, we provide a new iterative algorithm to obtain the convergence solution. The experimental results show that our method achieves a state-of-the-art level both in identifying differentially expressed genes and sample clustering on different genomic data compared to previous methods. Additionally, the selected differentially expressed genes may be of great value in medical research.","L1-norm"", ""differentially expressed genes"", ""feature selection"", ""sample clustering"", ""sparse constraint",2019-02-20
73,30596898,Single-cell RNA-seq interpretations using evolutionary multiobjective ensemble pruning.,"In recent years, single-cell RNA sequencing enables us to discover cell types or even subtypes. Its increasing availability provides opportunities to identify cell populations from single-cell RNA-seq data. Computational methods have been employed to reveal the gene expression variations among multiple cell populations. Unfortunately, the existing ones can suffer from realistic restrictions such as experimental noises, numerical instability, high dimensionality and computational scalability.
We propose an evolutionary multiobjective ensemble pruning algorithm (EMEP) that addresses those realistic restrictions. Our EMEP algorithm first applies the unsupervised dimensionality reduction to project data from the original high dimensions to low-dimensional subspaces; basic clustering algorithms are applied in those new subspaces to generate different clustering results to form cluster ensembles. However, most of those cluster ensembles are unnecessarily bulky with the expense of extra time costs and memory consumption. To overcome that problem, EMEP is designed to dynamically select the suitable clustering results from the ensembles. Moreover, to guide the multiobjective ensemble evolution, three cluster validity indices including the overall cluster deviation, the within-cluster compactness and the number of basic partition clusters are formulated as the objective functions to unleash its cell type discovery performance using evolutionary multiobjective optimization. We applied EMEP to 55 simulated datasets and seven real single-cell RNA-seq datasets, including six single-cell RNA-seq dataset and one large-scale dataset with 3005 cells and 4412 genes. Two case studies are also conducted to reveal mechanistic insights into the biological relevance of EMEP. We found that EMEP can achieve superior performance over the other clustering algorithms, demonstrating that EMEP can identify cell populations clearly.
EMEP is written in Matlab and available at https://github.com/lixt314/EMEP.
Supplementary data are available at Bioinformatics online.","L1-norm"", ""differentially expressed genes"", ""feature selection"", ""sample clustering"", ""sparse constraint",2019-01-01
74,30588879,Computational Method for Identifying Malonylation Sites by Using Random Forest Algorithm.,"As a newly uncovered post-translational modification on the ε-amino group of lysine residue, protein malonylation was found to be involved in metabolic pathways and certain diseases. Apart from experimental approaches, several computational methods based on machine learning algorithms were recently proposed to predict malonylation sites. However, previous methods failed to address imbalanced data sizes between positive and negative samples.
In this study, we identified the significant features of malonylation sites in a novel computational method which applied machine learning algorithms and balanced data sizes by applying synthetic minority over-sampling technique.
Four types of features, namely, amino acid (AA) composition, position-specific scoring matrix (PSSM), AA factor, and disorder were used to encode residues in protein segments. Then, a two-step feature selection procedure including maximum relevance minimum redundancy and incremental feature selection, together with random forest algorithm, was performed on the constructed hybrid feature vector.
An optimal classifier was built from the optimal feature subset, which featured an F1-measure of 0.356. Feature analysis was performed on several selected important features.
Results showed that certain types of PSSM and disorder features may be closely associated with malonylation of lysine residues. Our study contributes to the development of computational approaches for predicting malonyllysine and provides insights into molecular mechanism of malonylation.","Post-translational modification"", ""malonylation site"", ""maximum relevance minimum redundancy"", ""random forest"", ""synthetic minority over-sampling technique.",2018-12-28
75,"30379873
23075559
26920059
21766559
24102126
27491548",A human body physiological feature selection algorithm based on filtering and improved clustering.,"The body composition model is closely related to the physiological characteristics of the human body. At the same time there can be a large number of physiological characteristics, many of which may be redundant or irrelevant. In existing human physiological feature selection algorithms, it is difficult to overcome the impact that redundancy and irrelevancy may have on human body composition modeling. This suggests a role for selection algorithms, where human physiological characteristics are identified using a combination of filtering and improved clustering. To do this, a feature filtering method based on Hilbert-Schmidt dependency criteria is first of all used to eliminate irrelevant features. After this, it is possible to use improved Chameleon clustering to increase the combination of sub-clusters amongst the characteristics, thereby removing any redundant features to obtain a candidate feature set for human body composition modeling. Method We report here on the use of an algorithm to filter the characteristic parameters in INBODY770 (this paper used INBODY 770 as body composition analyzer.) measurement data, which has three commonly-used impedance bands (1 kHZ, 250 kHZ, 500 kHZ). This algorithm is able to filter out parameters that have a low correlation with body composition BFM. The algorithm is also able to draw upon improved clustering techniques to reduce the initial feature set from 29 parameters to 10 parameters for any parameters of the 250 kHZ band that remain after filtering. In addition, we also examined the impact of different sample sizes on feature selection.
The proposed algorithm is able to remove irrelevant and redundant features and the resulting correlation between the model and the body composition (BFM which is a whole body fat evaluation can better assess the body's overall fat and muscle composition.) is 0.978, thereby providing an improved model for prediction with a relative error of less than 0.12.","Post-translational modification"", ""malonylation site"", ""maximum relevance minimum redundancy"", ""random forest"", ""synthetic minority over-sampling technique.",2018-11-01
